user_id,name,Age,Gender,Marital Status,Occupation
73049,Daniel Fisher,22,Male,Single,Student
89028,Sydney Stokes,27,Female,Married,Employee
38725,Jacob Flores,22,Male,Single,Student
41101,Jessica Guzman,24,Female,Single,Student
31987,Christina Hendricks,23,Female,Single,Student
21695,Julia Bell,23,Female,Single,Student
75245,Raymond Fernandez,22,Female,Single,Student
65549,Tiffany Stevens,23,Male,Single,Student
38986,Taylor Nelson,23,Male,Single,Student
63504,Madison Dunn,20,Female,Single,Student
28966,Amanda Sawyer,24,Female,Single,Student
82951,Kelly Rodgers,22,Male,Single,Student
90874,Kendra White,22,Female,Single,Student
92898,Jessica Boyd,22,Male,Single,Student
6894,Mrs. Gloria Rivas DVM,27,Female,Married,Employee
26576,Karen Kelly,22,Male,Single,Student
38410,Adam Clark,24,Female,Single,Student
29675,Kristin Trujillo,23,Female,Single,Student
86444,Matthew Morris,23,Female,Single,Student
803,Mercedes Miles,22,Female,Single,Student
14358,Dana Adams,23,Male,Single,Student
92104,Dawn Gonzalez,23,Male,Single,Student
36827,Alyssa Huerta,21,Male,Single,Student
74728,Vicki Fritz,23,Female,Single,Self Employeed
14635,Steven Cook,24,Female,Single,Student
79376,Kathryn Le,28,Female,Single,Employee
36957,Kathleen Smith,23,Female,Single,Student
97379,Crystal Morgan,25,Male,Single,Student
1353,Cynthia Murphy,21,Female,Single,Student
32732,Robert Pineda,24,Male,Single,Student
22947,James Patterson,22,Male,Single,Student
63301,Elizabeth Wells,22,Female,Single,Student
29054,James Higgins,23,Male,Single,Student
54679,Anita King,21,Male,Single,Student
57104,Jose Chandler,25,Male,Single,Student
42896,Donna Brown,22,Female,Single,Student
41062,Tammy Russell,22,Male,Single,Student
97488,Erica Patterson,23,Female,Single,Employee
70126,Teresa Coleman,22,Male,Single,Student
16467,Valerie Beasley,22,Female,Single,Employee
73121,Marcus Ramirez,22,Male,Single,Student
89035,Jonathan Vasquez,25,Male,Married,Employee
31046,Marc Todd,22,Female,Single,Student
77590,Jordan Peterson,22,Female,Single,Student
55008,Tiffany Martinez,25,Male,Single,Student
92915,Wendy Kirk,25,Male,Single,Student
64903,Chris Lawrence,32,Female,Prefer not to say,House wife
75131,Zachary Lester Jr.,23,Female,Single,Student
14129,Melissa Rios,23,Female,Single,Student
70550,Kimberly Brown,30,Male,Married,Self Employeed
67790,Lauren Peters,23,Male,Single,Student
23858,Keith Evans,23,Male,Single,Student
56549,Robin Pena,22,Female,Single,Student
981,Debra Velez,22,Male,Single,Student
31048,Christian Bryant,27,Female,Married,Self Employeed
26610,Janet Arnold,24,Female,Single,Student
49415,Laura Quinn,23,Male,Single,Student
52483,Jillian Goodwin,23,Female,Single,Student
83543,Cynthia Moore,22,Female,Single,Student
38713,Michael Jones IV,23,Female,Single,Student
12000,Leslie Sullivan,23,Female,Single,Student
36815,Nicholas Norton,24,Male,Single,Student
81421,Kara Aguilar,25,Male,Single,Student
51098,Andrew Brennan,22,Male,Single,Student
7671,Lauren Dickson,28,Female,Married,Student
70112,Robert Banks,22,Female,Single,Student
30733,Cynthia Nunez,24,Female,Single,Student
81739,James Ward,31,Male,Married,Employee
10374,Jason Gray,25,Male,Single,Student
12121,Juan Armstrong,23,Male,Single,Student
3418,James Haynes,22,Male,Single,Student
9465,Steven Church,23,Male,Single,Student
98989,John Bennett,23,Male,Single,Student
92306,Sue Gonzalez,23,Female,Single,Student
53345,James Ramirez,25,Male,Single,Student
20294,George Jackson,24,Male,Single,Employee
46862,John Sanchez,23,Female,Single,Student
90813,Shannon Rice MD,23,Female,Single,Student
28092,Ryan Tucker,24,Female,Married,Employee
38693,Aaron Lopez,22,Male,Single,Student
77252,Brandon Sanchez,24,Female,Single,Student
28435,Michelle Rodriguez,25,Female,Single,Student
65812,Brandy Sanchez,23,Male,Single,Student
71560,Dr. Anthony Cook DDS,26,Male,Single,Student
82969,Valerie Navarro,24,Female,Single,Student
52413,Angela Martinez,26,Male,Single,Student
52147,Jason Campbell,21,Male,Single,Student
63512,Steven Sanchez,22,Female,Single,Student
45741,Kristie Griffith,24,Male,Single,Student
22039,Benjamin Brewer,24,Male,Single,Student
47158,Robert Morales,23,Female,Single,Student
56053,Steven Jones,23,Male,Single,Student
6607,Ryan Martin,22,Male,Single,Student
26271,Amy Harrison,23,Male,Single,Student
97022,Jeremiah Diaz,24,Female,Single,Student
24967,Steven Wells,24,Male,Single,Student
33710,Laura Turner,25,Male,Single,Student
58053,Diane Campbell,25,Male,Single,Student
86946,Taylor Beltran,28,Male,Married,Self Employeed
51682,Timothy Wilcox,27,Female,Prefer not to say,Employee
33077,Mary Pearson,26,Male,Single,Self Employeed
15565,Bonnie Moore,22,Male,Single,Student
3187,Kathy Gaines,24,Female,Single,Student
63914,Kevin Garcia,23,Male,Single,Student
34338,April Willis,25,Male,Single,Student
99265,Christie Jackson,23,Female,Single,Student
12221,Natalie Ramsey,23,Female,Single,Student
55544,Sheri Browning DDS,26,Male,Married,Employee
43975,Richard Smith,32,Female,Married,House wife
37842,Courtney Page,24,Female,Single,Student
17872,Kathryn Reynolds,23,Male,Single,Student
4964,Melissa Gilbert,22,Female,Single,Employee
25717,Tyler Olson,24,Female,Single,Student
49237,Jennifer Douglas,26,Male,Single,Employee
90836,Wanda Burke,28,Male,Married,Employee
7296,Kyle Allen,26,Male,Single,Employee
37994,Brian Bradley,25,Male,Single,Student
77880,Samantha Good,25,Male,Single,Employee
91609,Scott Thompson,18,Male,Single,Student
74137,Rachel Hill,21,Male,Single,Student
88366,Jacob Guerrero,25,Male,Single,Student
88793,Elizabeth Hamilton,25,Male,Single,Student
60885,Bryan Bell,23,Female,Single,Student
15704,Herbert Watkins,23,Male,Single,Employee
25161,Christopher Delacruz,25,Female,Married,Employee
42452,Thomas Garrett,31,Female,Married,House wife
91783,Christopher Santana,24,Male,Prefer not to say,Self Employeed
44011,Kenneth Williams,32,Female,Married,Employee
95681,Chad Wells DVM,25,Male,Single,Employee
50851,Stephen Holder,27,Female,Married,Self Employeed
66233,Harry Smith,26,Male,Single,Self Employeed
89429,Margaret Smith,26,Female,Single,Self Employeed
62412,Ashley Mejia,32,Male,Married,Employee
28403,Olivia Richmond,24,Male,Married,Self Employeed
30430,Mary Patel,27,Female,Married,Self Employeed
34240,David Elliott,23,Male,Single,Student
9424,Christie Walker,25,Male,Single,Student
27135,Kathryn Robinson,23,Male,Single,Student
24089,Timothy Brown,23,Female,Single,Student
3624,Lance Rogers,28,Male,Married,Employee
64033,Kathleen Perkins,32,Female,Married,Employee
10771,Thomas Howard,23,Male,Single,Student
80030,Anne Diaz,19,Male,Single,Student
32311,Bradley Parker,19,Female,Single,Student
93589,Stephanie Scott,27,Female,Married,Employee
82183,Matthew Burton,25,Male,Single,Self Employeed
35887,Charles Dixon,33,Male,Married,Employee
74367,Mark Lowery,26,Female,Single,Employee
81057,Mr. Andrew Parker,22,Female,Single,Student
88160,Meghan Alvarez,23,Male,Single,Student
12949,Cynthia Wilson,22,Female,Single,Student
67709,Norma Smith,25,Male,Married,Employee
93095,Evan Gonzalez,30,Female,Married,House wife
18042,Dr. Kayla Hernandez DDS,24,Male,Single,Student
46943,Elizabeth Kramer,25,Male,Single,Employee
50847,Alexandria Boyd,23,Male,Single,Student
45608,Terry Hawkins,24,Female,Single,Student
36035,Andre Gonzalez,32,Male,Married,Employee
37160,Earl Becker,22,Male,Single,Student
97325,Roberto Murray,23,Male,Single,Student
66548,Charles Barker,23,Female,Single,Student
26926,Eric Robinson,20,Male,Single,Student
56955,Anita Chen,21,Male,Single,Student
86772,Donna Hebert,24,Female,Married,Self Employeed
77670,Lindsey Edwards,23,Female,Single,Student
70246,Shirley Moyer,25,Male,Single,Employee
9893,Courtney Guzman,32,Female,Married,House wife
40204,Mrs. Kiara Carter,27,Male,Married,Employee
78557,Courtney Edwards,20,Female,Single,Student
35173,Joann Conley,21,Male,Single,Student
58409,Steven Elliott,26,Male,Single,Employee
72553,Nicole Gonzalez,25,Male,Single,Employee
24179,Lisa Jones,26,Male,Single,Employee
49796,Christopher Mendoza,26,Female,Married,Employee
89408,Christian Hall,27,Male,Single,Employee
77467,Anthony Taylor,27,Female,Single,Student
80625,John Morales,24,Female,Single,Student
38515,Heidi Lee,25,Male,Married,Self Employeed
2661,Mary Powers,20,Male,Single,Student
55822,Laura Hall,22,Male,Single,Student
41258,James Sanders,26,Female,Married,Student
76145,Kristin Mitchell,27,Male,Prefer not to say,Employee
3351,Matthew Bullock,25,Female,Single,Student
56019,John Middleton,24,Male,Single,Employee
72103,Mrs. Dominique Brooks,23,Female,Single,Employee
25386,Justin Perez,22,Male,Single,Student
75230,Nicholas Bell,26,Male,Married,Self Employeed
11411,Andrew Wilson,26,Male,Single,Employee
51070,Eric Johnson MD,25,Female,Married,Self Employeed
44828,Jennifer Orr,29,Female,Married,Employee
43352,Emily Leach,23,Male,Single,Student
62707,Bonnie Smith,22,Female,Single,Employee
24500,Brandon Murphy,22,Male,Single,Student
44407,Jessica Howard,32,Female,Married,House wife
70919,David Caldwell,28,Male,Married,Employee
4134,Dwayne Medina,22,Male,Single,Student
94294,Daniel Bryant,25,Male,Single,Employee
9325,Donna Jones,26,Female,Married,Employee
15578,Cassandra Jones,31,Male,Married,Self Employeed
8682,Tammy Jones,24,Male,Single,Student
90202,David Olson DDS,24,Male,Single,Employee
2019,Sara Austin,31,Female,Married,Employee
26873,Michael Green,26,Male,Single,Employee
48303,Leon Poole,24,Female,Married,Self Employeed
85273,Matthew Salas,22,Female,Single,Student
22722,Desiree Reeves,19,Male,Single,Student
86602,Christina Allen,25,Male,Married,Employee
13240,Brandon Yang,23,Female,Married,House wife
17066,Carmen Ramos,23,Female,Single,Student
11140,Leslie Bryant,23,Male,Single,Student
20687,Jacob Vincent,24,Male,Single,Student
8840,Angela Baker,22,Female,Single,Employee
20266,Mary Curtis,26,Male,Married,Employee
40293,Jenna Heath,25,Female,Single,Student
53689,Michael Mccoy,20,Male,Single,Student
80009,Andrew Houston,29,Male,Married,Employee
